,id,location_id,trafficker_id,arrests,event_date,id,country,city_id,id,event_id,product_name,description,animal,quantity,weight_kg,price_usd,transportation_method
847,732,10.0,,1.0,02/2021,10.0,Equatorial Guinea,,,,,,,,,,
848,733,5.0,,2.0,02/2021,5.0,Gabon,,,,,,,,,,
849,734,,,3.0,02/2021,,,,,,,,,,,,
850,735,5.0,,,02/2021,5.0,Gabon,,1227.0,735.0,skin,,leopard,3.0,,,
851,736,,,2.0,02/2021,,,,1228.0,736.0,skin,,leopard,1.0,,,
852,737,9.0,,1.0,02/2021,9.0,Benin,,,,,,,,,,
853,738,,,1.0,02/2021,,,,,,,,,,,,
854,739,5.0,,,02/2021,5.0,Gabon,,,,,,,,,,
855,740,24.0,,1.0,01/2017,24.0,Spain,,1229.0,740.0,scale,,pangolin,1.0,4.0,,
856,741,6.0,,1.0,01/2017,6.0,Mali,,1231.0,741.0,skin,,leopard,22.0,-1.0,,
857,742,4.0,,6.0,01/2017,4.0,Congo,,1235.0,742.0,tusk,,elephant,2.0,,,
858,743,5.0,,1.0,01/2017,5.0,Gabon,,,,,,,,,,
859,744,,,,01/2017,,,,1237.0,744.0,skin,,leopard,1.0,,,
860,745,2.0,,1.0,01/2017,2.0,Uganda,,,,,,,,,,
861,746,19.0,,1.0,01/2017,19.0,Sudan,,1241.0,746.0,ivory,,hippo,1.0,,,
862,746,19.0,,1.0,01/2017,19.0,Sudan,,1240.0,746.0,tusk,,elephant,2.0,27.0,,
863,747,8.0,,1.0,01/2017,8.0,Senegal,,,,,,,,,,
864,748,,,,01/2017,,,,,,,,,,,,
865,749,22.0,,6.0,01/2018,22.0,China,,1244.0,749.0,ivory,,pangolin,4.0,478.0,,
866,749,22.0,,6.0,01/2018,22.0,China,,1245.0,749.0,scale,,pangolin,1.0,,,
867,750,5.0,,1.0,01/2018,5.0,Gabon,,,,,,,,,,
868,751,,,1.0,01/2018,,,,,,,,,,,,
869,752,,,1.0,01/2018,,,,,,,,,,,,
870,753,2.0,,3.0,01/2018,2.0,Uganda,,,,,,,,,,
871,754,,,1.0,01/2018,,,,1260.0,754.0,ivory,,pangolin,100.0,50.0,,
872,754,,,1.0,01/2018,,,,1262.0,754.0,scale,,pangolin,1.0,,,
873,754,,,1.0,01/2018,,,,1261.0,754.0,tooth,,pangolin,100.0,50.0,,
874,755,7.0,,,01/2018,7.0,Cameroon,,1265.0,755.0,ivory,,hippo,1.0,,,
875,755,7.0,,,01/2018,7.0,Cameroon,,1264.0,755.0,tusk,,hippo,3.0,,,
876,756,,,2.0,01/2019,,,,1271.0,756.0,skin,,crocodile,7.0,,,
877,756,,,2.0,01/2019,,,,1270.0,756.0,skin,,elephant,3.0,-1.0,,
878,756,,,2.0,01/2019,,,,1267.0,756.0,skin,,leopard,2.0,-1.0,,
879,756,,,2.0,01/2019,,,,1266.0,756.0,skin,,lion,2.0,,,
880,757,7.0,,3.0,01/2019,7.0,Cameroon,,,,,,,,,,
881,758,4.0,,4.0,01/2019,4.0,Congo,,,,,,,,,,
882,759,7.0,,,01/2019,7.0,Cameroon,,1274.0,759.0,scale,,pangolin,1.0,54.0,,
883,759,7.0,,,01/2019,7.0,Cameroon,,1275.0,759.0,tooth,,hippo,2.0,54.0,,
884,760,,,3.0,01/2019,,,,1276.0,760.0,scale,,pangolin,1.0,40.0,,
885,761,4.0,,,01/2019,4.0,Congo,,1278.0,761.0,skin,,leopard,2.0,,,
886,761,4.0,,,01/2019,4.0,Congo,,1277.0,761.0,skin,,lion,2.0,,,
887,762,5.0,,1.0,01/2020,5.0,Gabon,,,,,,,,,,
888,763,,,1.0,01/2020,,,,,,,,,,,,
889,764,,,1.0,01/2020,,,,,,,,,,,,
890,765,,,1.0,01/2020,,,,,,,,,,,,
891,766,,,1.0,01/2020,,,,,,,,,,,,
892,767,,,,01/2020,,,,,,,,,,,,
893,768,,,,01/2021,,,,,,,,,,,,
894,769,8.0,,,01/2021,8.0,Senegal,,1279.0,769.0,skin,,hippo,14.0,,,
895,769,8.0,,,01/2021,8.0,Senegal,,1282.0,769.0,skin,,leopard,1.0,,,
896,769,8.0,,,01/2021,8.0,Senegal,,1280.0,769.0,tooth,,hippo,14.0,,,
897,770,,,2.0,01/2021,,,,1283.0,770.0,skin,,leopard,2.0,,,
898,771,,,2.0,01/2021,,,,1284.0,771.0,skin,,leopard,1.0,,,
899,772,8.0,,,01/2021,8.0,Senegal,,1285.0,772.0,skin,,leopard,1.0,,,
900,773,,,,01/2021,,,,1286.0,773.0,skin,,leopard,1.0,,,
901,774,4.0,,,01/2021,4.0,Congo,,1287.0,774.0,skin,,leopard,1.0,,,
902,775,,,,07/2017,,,,,,,,,,,,
903,776,22.0,,1.0,07/2017,22.0,China,,1288.0,776.0,scale,,pangolin,1.0,3.0,,
904,777,2.0,,1.0,07/2017,2.0,Uganda,,,,,,,,,,
905,778,2.0,,1.0,07/2017,2.0,Uganda,,,,,,,,,,
906,779,,,1.0,07/2017,,,,,,,,,,,,
907,780,,,1.0,07/2017,,,,,,,,,,,,
908,781,5.0,,1.0,07/2017,5.0,Gabon,,,,,,,,,,
909,782,,,1.0,07/2017,,,,1300.0,782.0,tusk,,elephant,4.0,,,
910,783,,,1.0,07/2017,,,,,,,,,,,,
911,784,7.0,,1.0,07/2017,7.0,Cameroon,,1305.0,784.0,skin,,leopard,1.0,,,
912,784,7.0,,1.0,07/2017,7.0,Cameroon,,1304.0,784.0,tusk,,leopard,17.0,,,
913,785,1.0,,,07/2017,1.0,Guinea,,,,,,,,,,
914,786,2.0,,8.0,07/2017,2.0,Uganda,,1310.0,786.0,skin,,okapi,2.0,-1.0,,
915,787,2.0,,,07/2017,2.0,Uganda,,1313.0,787.0,scale,,pangolin,1.0,3.0,,
916,788,7.0,,1.0,07/2018,7.0,Cameroon,,,,,,,,,,
917,789,,,1.0,07/2018,,,,,,,,,,,,
918,790,14.0,,,07/2018,14.0,Nigeria,,,,,,,,,,
919,791,1.0,,1.0,07/2018,1.0,Guinea,,1319.0,791.0,skin,,leopard,1.0,-1.0,,
920,792,7.0,,1.0,07/2018,7.0,Cameroon,,,,,,,,,,
921,793,,,,07/2018,,,,,,,,,,,,
922,794,,,,07/2018,,,,1322.0,794.0,skin,,leopard,1.0,,,
923,795,11.0,,2.0,07/2020,11.0,Burkina Faso,,,,,,,,,,
924,796,12.0,,2.0,07/2020,12.0,Ghana,,1327.0,796.0,tooth,,hippo,16.0,,,
925,796,12.0,,2.0,07/2020,12.0,Ghana,,1326.0,796.0,tusk,,hippo,4.0,,,
926,797,,,,07/2020,,,,1330.0,797.0,scale,,pangolin,1.0,,,
927,797,,,,07/2020,,,,1329.0,797.0,skin,,leopard,2.0,,,
928,798,,,2.0,07/2020,,,,,,,,,,,,
929,799,,,,07/2020,,,,,,,,,,,,
930,800,8.0,,1.0,07/2020,8.0,Senegal,,1331.0,800.0,skin,,leopard,1.0,-1.0,,
931,801,8.0,,,07/2020,8.0,Senegal,,1336.0,801.0,skin,,leopard,1.0,-1.0,,
932,802,14.0,,,07/2021,14.0,Nigeria,,1337.0,802.0,scale,,pangolin,1.0,331.0,,
933,802,14.0,,,07/2021,14.0,Nigeria,,1338.0,802.0,skin,,leopard,3.0,331.0,,
934,803,7.0,,,07/2021,7.0,Cameroon,,,,,,,,,,
935,804,7.0,,,07/2021,7.0,Cameroon,,,,,,,,,,
936,805,4.0,,3.0,07/2021,4.0,Congo,,1339.0,805.0,skin,,leopard,1.0,,,
937,806,,,,07/2021,,,,,,,,,,,,
938,807,,,1.0,07/2021,,,,,,,,,,,,
939,808,7.0,,,07/2021,7.0,Cameroon,,1343.0,808.0,scale,,pangolin,1.0,331.0,,
940,808,7.0,,,07/2021,7.0,Cameroon,,1344.0,808.0,skin,,leopard,3.0,331.0,,
941,809,5.0,,1.0,06/2017,5.0,Gabon,,,,,,,,,,
942,810,7.0,,,06/2017,7.0,Cameroon,,,,,,,,,,
943,811,,,1.0,06/2017,,,,,,,,,,,,
944,812,,,1.0,06/2017,,,,,,,,,,,,
945,813,5.0,,,06/2017,5.0,Gabon,,1350.0,813.0,skin,,leopard,1.0,-1.0,,
946,814,4.0,,1.0,06/2017,4.0,Congo,,1353.0,814.0,skin,,leopard,2.0,,,
947,815,2.0,,1.0,06/2017,2.0,Uganda,,,,,,,,,,
948,816,2.0,,2.0,06/2017,2.0,Uganda,,1359.0,816.0,ivory,,hippo,2.0,34.0,,
949,816,2.0,,2.0,06/2017,2.0,Uganda,,1360.0,816.0,tooth,,hippo,2.0,,,
950,817,1.0,,1.0,06/2017,1.0,Guinea,,,,,,,,,,
951,818,2.0,,,06/2017,2.0,Uganda,,,,,,,,,,
952,819,1.0,,1.0,06/2018,1.0,Guinea,,,,,,,,,,
953,820,,,1.0,06/2018,,,,,,,,,,,,
954,821,9.0,,1.0,06/2018,9.0,Benin,,,,,,,,,,
955,822,13.0,,1.0,06/2018,13.0,Niger,,,,,,,,,,
956,823,,,2.0,06/2018,,,,,,,,,,,,
957,824,,,2.0,06/2018,,,,,,,,,,,,
958,825,,,,06/2018,,,,,,,,,,,,
959,826,5.0,,1.0,06/2018,5.0,Gabon,,,,,,,,,,
960,827,,,2.0,06/2018,,,,,,,,,,,,
961,828,11.0,,1.0,06/2018,11.0,Burkina Faso,,1376.0,828.0,skin,,leopard,2.0,-1.0,,
962,829,,,1.0,06/2018,,,,1379.0,829.0,scale,,pangolin,1.0,,,
963,829,,,1.0,06/2018,,,,1380.0,829.0,tusk,,elephant,2.0,3.0,,
964,830,9.0,,2.0,06/2018,9.0,Benin,,,,,,,,,,
965,831,1.0,,,06/2018,1.0,Guinea,,,,,,,,,,
966,832,,,,06/2019,,,,,,,,,,,,
967,833,7.0,,,06/2019,7.0,Cameroon,,1381.0,833.0,scale,,pangolin,1.0,700.0,,
968,834,14.0,,1.0,06/2019,14.0,Nigeria,,,,,,,,,,
969,835,5.0,,4.0,06/2019,5.0,Gabon,,,,,,,,,,
970,836,12.0,,1.0,06/2019,12.0,Ghana,,,,,,,,,,
971,837,,,1.0,06/2019,,,,,,,,,,,,
972,838,9.0,,1.0,06/2019,9.0,Benin,,,,,,,,,,
973,839,,,1.0,06/2019,,,,,,,,,,,,
974,840,,,1.0,06/2019,,,,,,,,,,,,
975,841,4.0,,1.0,06/2019,4.0,Congo,,1402.0,841.0,skin,,leopard,1.0,,,
976,842,4.0,,,06/2019,4.0,Congo,,,,,,,,,,
977,843,,,1.0,06/2020,,,,,,,,,,,,
978,844,,,1.0,06/2020,,,,1403.0,844.0,scale,,pangolin,1.0,380.0,,
979,845,,,1.0,06/2020,,,,1404.0,845.0,bone,,human,1.0,-1.0,,
980,846,7.0,,,06/2020,7.0,Cameroon,,,,,,,,,,
981,847,7.0,,,06/2020,7.0,Cameroon,,,,,,,,,,
982,848,8.0,,,06/2020,8.0,Senegal,,1408.0,848.0,skin,,crocodile,4.0,,,
983,849,6.0,,,06/2020,6.0,Mali,,,,,,,,,,
984,850,,,1.0,06/2020,,,,,,,,,,,,
985,851,9.0,,,06/2020,9.0,Benin,,,,,,,,,,
986,852,11.0,,2.0,06/2020,11.0,Burkina Faso,,,,,,,,,,
987,853,7.0,,,06/2020,7.0,Cameroon,,1415.0,853.0,bone,,human,1.0,,,
988,854,7.0,,4.0,06/2021,7.0,Cameroon,,1417.0,854.0,scale,,pangolin,1.0,-1.0,,
989,855,7.0,,,06/2021,7.0,Cameroon,,1418.0,855.0,skin,,crocodile,3.0,-1.0,,
990,856,,,,06/2021,,,,1419.0,856.0,skin,,leopard,1.0,,,
991,857,7.0,,,06/2021,7.0,Cameroon,,,,,,,,,,
992,858,4.0,,1.0,06/2021,4.0,Congo,,1421.0,858.0,scale,,pangolin,1.0,5.0,,
993,858,4.0,,1.0,06/2021,4.0,Congo,,1420.0,858.0,tusk,,pangolin,3.0,5.0,,
994,859,5.0,,,06/2021,5.0,Gabon,,1424.0,859.0,tusk,,elephant,2.0,,,
995,860,8.0,,,06/2021,8.0,Senegal,,1428.0,860.0,skin,,leopard,2.0,-1.0,,
996,861,,,4.0,06/2021,,,,,,,,,,,,
997,862,2.0,,1.0,06/2021,2.0,Uganda,,,,,,,,,,
998,863,,,,06/2021,,,,,,,,,,,,
999,864,7.0,,3.0,06/2021,7.0,Cameroon,,1435.0,864.0,scale,,pangolin,1.0,60.0,,
1000,865,8.0,,,06/2021,8.0,Senegal,,1436.0,865.0,skin,,leopard,2.0,,,
1001,866,2.0,,,03/2017,2.0,Uganda,,1439.0,866.0,skin,,crocodile,101.0,,,
1002,867,5.0,,1.0,03/2017,5.0,Gabon,,,,,,,,,,
1003,868,4.0,,1.0,03/2017,4.0,Congo,,1445.0,868.0,tusk,,elephant,2.0,,,
1004,869,2.0,,,03/2017,2.0,Uganda,,,,,,,,,,
1005,870,11.0,,1.0,03/2018,11.0,Burkina Faso,,,,,,,,,,
1006,871,7.0,,3.0,03/2018,7.0,Cameroon,,,,,,,,,,
1007,872,,,2.0,03/2018,,,,,,,,,,,,
1008,873,,,1.0,03/2018,,,,,,,,,,,,
1009,874,5.0,,1.0,03/2018,5.0,Gabon,,,,,,,,,,
1010,875,,,1.0,03/2018,,,,1459.0,875.0,tusk,,elephant,2.0,,,
1011,876,,,1.0,03/2018,,,,,,,,,,,,
1012,877,,,2.0,03/2018,,,,,,,,,,,,
1013,878,4.0,,,03/2018,4.0,Congo,,1466.0,878.0,scale,,pangolin,1.0,6.5,,
1014,878,4.0,,,03/2018,4.0,Congo,,1465.0,878.0,tusk,,pangolin,3.0,6.5,,
1015,879,5.0,,1.0,03/2018,5.0,Gabon,,1467.0,879.0,ivory,,pangolin,1.0,,,
1016,879,5.0,,1.0,03/2018,5.0,Gabon,,1468.0,879.0,scale,,pangolin,1.0,,,
1017,880,,,,03/2018,,,,,,,,,,,,
1018,881,8.0,,1.0,03/2018,8.0,Senegal,,,,,,,,,,
1019,882,8.0,,,03/2018,8.0,Senegal,,1470.0,882.0,skin,,leopard,4.0,,,
1020,883,,,3.0,03/2018,,,,,,,,,,,,
1021,884,,,,03/2018,,,,,,,,,,,,
1022,885,22.0,,1.0,03/2019,22.0,China,,1473.0,885.0,scale,,pangolin,1.0,1.7,,
1023,885,22.0,,1.0,03/2019,22.0,China,,1472.0,885.0,tusk,,pangolin,73.0,1.7,,
1024,886,8.0,,,03/2019,8.0,Senegal,,1475.0,886.0,scale,,pangolin,1.0,-1.0,,
1025,887,,,1.0,03/2019,,,,,,,,,,,,
1026,888,4.0,,2.0,03/2019,4.0,Congo,,1482.0,888.0,tusk,,elephant,3.0,,,
1027,889,9.0,,1.0,03/2019,9.0,Benin,,,,,,,,,,
1028,890,,,1.0,03/2019,,,,,,,,,,,,
1029,891,,,1.0,03/2019,,,,,,,,,,,,
1030,892,8.0,,3.0,03/2019,8.0,Senegal,,,,,,,,,,
1031,893,,,4.0,03/2019,,,,,,,,,,,,
1032,894,7.0,,,03/2019,7.0,Cameroon,,,,,,,,,,
1033,895,,,1.0,03/2020,,,,,,,,,,,,
1034,896,,,,03/2020,,,,,,,,,,,,
1035,897,,,2.0,03/2020,,,,1486.0,897.0,tooth,,hippo,1.0,20.0,,
1036,898,,,4.0,03/2020,,,,1487.0,898.0,ivory,,hippo,1.0,,,
1037,898,,,4.0,03/2020,,,,1488.0,898.0,scale,,pangolin,1.0,3.0,,
1038,899,8.0,,1.0,03/2020,8.0,Senegal,,1489.0,899.0,tooth,,hippo,1.0,20.0,,
1039,900,5.0,,,03/2020,5.0,Gabon,,,,,,,,,,
1040,901,5.0,,3.0,03/2021,5.0,Gabon,,1491.0,901.0,scale,,pangolin,1.0,-1.0,,
1041,902,5.0,,1.0,03/2021,5.0,Gabon,,,,,,,,,,
1042,903,,,1.0,03/2021,,,,,,,,,,,,
1043,904,8.0,,1.0,03/2021,8.0,Senegal,,1504.0,904.0,skin,,hyena,17.0,,,
1044,904,8.0,,1.0,03/2021,8.0,Senegal,,1503.0,904.0,skin,,leopard,17.0,-1.0,,
1045,904,8.0,,1.0,03/2021,8.0,Senegal,,1505.0,904.0,tooth,,hippo,17.0,,,
1046,905,11.0,,,03/2021,11.0,Burkina Faso,,1507.0,905.0,tusk,,elephant,2.0,,,
1047,906,12.0,,2.0,03/2021,12.0,Ghana,,,,,,,,,,
1048,907,2.0,,,03/2021,2.0,Uganda,,,,,,,,,,
1049,908,1.0,,1.0,05/2017,1.0,Guinea,,1508.0,908.0,ivory,,leopard,1.0,,,
1050,908,1.0,,1.0,05/2017,1.0,Guinea,,1515.0,908.0,skin,,crocodile,1.0,,,
1051,908,1.0,,1.0,05/2017,1.0,Guinea,,1509.0,908.0,skin,,leopard,1.0,40.0,,
1052,908,1.0,,1.0,05/2017,1.0,Guinea,,1516.0,908.0,skin,,python,1.0,,,
1053,908,1.0,,1.0,05/2017,1.0,Guinea,,1512.0,908.0,tusk,,leopard,1.0,40.0,,
1054,909,5.0,,6.0,05/2017,5.0,Gabon,,1518.0,909.0,skin,,leopard,1.0,,,
1055,910,,,1.0,05/2017,,,,1520.0,910.0,skin,,leopard,2.0,,,
1056,911,,,2.0,05/2017,,,,,,,,,,,,
1057,912,,,1.0,05/2017,,,,1522.0,912.0,skin,,leopard,2.0,,,
1058,912,,,1.0,05/2017,,,,1523.0,912.0,tusk,,elephant,2.0,,,
1059,913,,,3.0,05/2017,,,,1524.0,913.0,skin,,leopard,1.0,-1.0,,
1060,913,,,3.0,05/2017,,,,1525.0,913.0,tooth,,leopard,1.0,,,
1061,914,,,1.0,05/2017,,,,1526.0,914.0,skin,,gorilla,2.0,,,
1062,915,,,1.0,05/2017,,,,,,,,,,,,
1063,916,2.0,,1.0,05/2017,2.0,Uganda,,,,,,,,,,
1064,917,,,1.0,05/2017,,,,,,,,,,,,
1065,918,,,,05/2017,,,,,,,,,,,,
1066,919,4.0,,2.0,05/2017,4.0,Congo,,,,,,,,,,
1067,920,4.0,,,05/2017,4.0,Congo,,,,,,,,,,
1068,921,,,,05/2017,,,,,,,,,,,,
1069,922,4.0,,1.0,05/2017,4.0,Congo,,1536.0,922.0,ivory,,leopard,1.0,,,
1070,923,2.0,,,05/2017,2.0,Uganda,,,,,,,,,,
1071,924,5.0,,1.0,05/2018,5.0,Gabon,,,,,,,,,,
1072,925,,,1.0,05/2018,,,,,,,,,,,,
1073,926,,,3.0,05/2018,,,,1545.0,926.0,tooth,,leopard,1.0,,,
1074,926,,,3.0,05/2018,,,,1544.0,926.0,tusk,,elephant,2.0,,,
1075,927,,,1.0,05/2018,,,,,,,,,,,,
1076,928,,,1.0,05/2018,,,,,,,,,,,,
1077,929,,,1.0,05/2018,,,,,,,,,,,,
1078,930,7.0,,4.0,05/2018,7.0,Cameroon,,,,,,,,,,
1079,931,,,1.0,05/2018,,,,1554.0,931.0,bone,,elephant,1.0,,,
1080,931,,,1.0,05/2018,,,,1553.0,931.0,scale,,elephant,1.0,,,
1081,931,,,1.0,05/2018,,,,1552.0,931.0,tusk,,elephant,1.0,,,
1082,932,,,1.0,05/2018,,,,,,,,,,,,
1083,933,14.0,,,05/2018,14.0,Nigeria,,1558.0,933.0,tooth,,hippo,1.0,,,
1084,933,14.0,,,05/2018,14.0,Nigeria,,1557.0,933.0,tusk,,hippo,7.0,,,
1085,934,,,3.0,05/2018,,,,1564.0,934.0,skin,,leopard,1.0,,,
1086,935,7.0,,2.0,05/2018,7.0,Cameroon,,1565.0,935.0,scale,,pangolin,1.0,35.0,,
1087,936,,,1.0,05/2018,,,,1566.0,936.0,scale,,pangolin,1.0,,,
1088,937,,,1.0,05/2018,,,,,,,,,,,,
1089,938,4.0,,3.0,05/2018,4.0,Congo,,,,,,,,,,
1090,939,,,,05/2018,,,,1569.0,939.0,scale,,pangolin,1.0,35.0,,
1091,940,5.0,,,05/2018,5.0,Gabon,,,,,,,,,,
1092,941,7.0,,1.0,05/2019,7.0,Cameroon,,1570.0,941.0,skin,,leopard,1.0,,,
1093,942,5.0,,,05/2019,5.0,Gabon,,,,,,,,,,
1094,943,,,2.0,05/2019,,,,,,,,,,,,
1095,944,7.0,,1.0,05/2019,7.0,Cameroon,,1579.0,944.0,scale,,pangolin,1.0,100.0,,
1096,945,5.0,,2.0,05/2019,5.0,Gabon,,,,,,,,,,
1097,946,7.0,,1.0,05/2019,7.0,Cameroon,,1583.0,946.0,skin,,leopard,1.0,,,
1098,947,,,4.0,05/2019,,,,,,,,,,,,
1099,948,7.0,,,05/2019,7.0,Cameroon,,1587.0,948.0,scale,,pangolin,1.0,100.0,,
1100,949,,,1.0,05/2020,,,,,,,,,,,,
1101,950,,,1.0,05/2020,,,,1588.0,950.0,bone,,human,1.0,,,
1102,951,,,3.0,05/2020,,,,1591.0,951.0,bone,,human,1.0,-1.0,,
1103,952,7.0,,1.0,05/2020,7.0,Cameroon,,,,,,,,,,
1104,953,,,1.0,05/2020,,,,,,,,,,,,
1105,954,9.0,,1.0,05/2020,9.0,Benin,,,,,,,,,,
1106,955,7.0,,1.0,05/2020,7.0,Cameroon,,1603.0,955.0,bone,,human,1.0,,,
1107,956,9.0,,,05/2020,9.0,Benin,,,,,,,,,,
1108,957,,,,05/2021,,,,1612.0,957.0,scale,,pangolin,1.0,110.0,,
1109,957,,,,05/2021,,,,1604.0,957.0,tusk,,elephant,8.0,-1.0,,
1110,958,,,,05/2021,,,,,,,,,,,,
1111,959,7.0,,2.0,05/2021,7.0,Cameroon,,,,,,,,,,
1112,960,7.0,,,05/2021,7.0,Cameroon,,1614.0,960.0,scale,,pangolin,1.0,72.0,,
1113,961,,,3.0,05/2021,,,,,,,,,,,,
1114,962,4.0,,1.0,05/2021,4.0,Congo,,,,,,,,,,
1115,963,,,1.0,05/2021,,,,,,,,,,,,
1116,964,,,2.0,05/2021,,,,1615.0,964.0,bone,,human,1.0,,,
1117,965,4.0,,3.0,05/2021,4.0,Congo,,1616.0,965.0,skin,,leopard,1.0,,,
1118,966,,,,05/2021,,,,1618.0,966.0,scale,,pangolin,1.0,110.0,,
1119,967,26.0,,,11/2017,26.0,Sierra Leone,,,,,,,,,,
1120,968,,,1.0,11/2017,,,,,,,,,,,,
1121,969,2.0,,1.0,11/2017,2.0,Uganda,,,,,,,,,,
1122,970,2.0,,1.0,11/2017,2.0,Uganda,,,,,,,,,,
1123,971,,,3.0,11/2017,,,,1625.0,971.0,ivory,,elephant,1.0,,,
1124,972,,,1.0,11/2017,,,,,,,,,,,,
1125,973,,,1.0,11/2017,,,,,,,,,,,,
1126,974,4.0,,3.0,11/2017,4.0,Congo,,,,,,,,,,
1127,975,,,2.0,11/2017,,,,,,,,,,,,
1128,976,,,1.0,11/2017,,,,1631.0,976.0,tusk,,elephant,2.0,,,
1129,977,,,1.0,11/2017,,,,,,,,,,,,
1130,978,5.0,,2.0,11/2017,5.0,Gabon,,,,,,,,,,
1131,979,,,1.0,11/2017,,,,,,,,,,,,
1132,980,,,1.0,11/2017,,,,,,,,,,,,
1133,981,,,3.0,11/2017,,,,1640.0,981.0,skin,,leopard,2.0,,,
1134,981,,,3.0,11/2017,,,,1639.0,981.0,tusk,,leopard,2.0,,,
1135,982,7.0,,1.0,11/2017,7.0,Cameroon,,1641.0,982.0,scale,,pangolin,1.0,128.0,,
1136,983,8.0,,,11/2017,8.0,Senegal,,1645.0,983.0,skin,,crocodile,1.0,-1.0,,
1137,983,8.0,,,11/2017,8.0,Senegal,,1644.0,983.0,tusk,,crocodile,2.0,,,
1138,984,,,3.0,11/2017,,,,,,,,,,,,
1139,985,4.0,,,11/2017,4.0,Congo,,1646.0,985.0,scale,,pangolin,1.0,128.0,,
1140,986,4.0,,1.0,11/2018,4.0,Congo,,,,,,,,,,
1141,987,5.0,,1.0,11/2018,5.0,Gabon,,1652.0,987.0,tusk,,elephant,4.0,,,
1142,988,8.0,,1.0,11/2018,8.0,Senegal,,,,,,,,,,
1143,989,5.0,,1.0,11/2018,5.0,Gabon,,,,,,,,,,
1144,990,5.0,,,11/2018,5.0,Gabon,,1661.0,990.0,tusk,,elephant,4.0,,,
1145,991,,,1.0,11/2019,,,,,,,,,,,,
1146,992,4.0,,1.0,11/2019,4.0,Congo,,,,,,,,,,
1147,993,7.0,,1.0,11/2019,7.0,Cameroon,,,,,,,,,,
1148,994,,,1.0,11/2019,,,,,,,,,,,,
1149,995,4.0,,1.0,11/2019,4.0,Congo,,,,,,,,,,
1150,996,,,1.0,11/2019,,,,,,,,,,,,
1151,997,,,1.0,11/2019,,,,,,,,,,,,
1152,998,7.0,,,11/2019,7.0,Cameroon,,,,,,,,,,
1153,999,7.0,,1.0,11/2020,7.0,Cameroon,,,,,,,,,,
1154,1000,5.0,,1.0,11/2020,5.0,Gabon,,,,,,,,,,
1155,1001,,,1.0,11/2020,,,,,,,,,,,,
1156,1002,7.0,,,11/2020,7.0,Cameroon,,1666.0,1002.0,ivory,,elephant,1.0,-1.0,,
1157,1003,,,1.0,11/2021,,,,,,,,,,,,
1158,1004,,,4.0,11/2021,,,,,,,,,,,,
1159,1005,7.0,,,11/2021,7.0,Cameroon,,1667.0,1005.0,tusk,,elephant,2.0,,,
1160,1006,7.0,,,11/2021,7.0,Cameroon,,1670.0,1006.0,scale,,pangolin,1.0,86.0,,
1161,1007,,,4.0,11/2021,,,,1672.0,1007.0,ivory,,leopard,17.0,,,
1162,1007,,,4.0,11/2021,,,,1671.0,1007.0,tusk,,elephant,2.0,,,
1163,1008,5.0,,3.0,11/2021,5.0,Gabon,,1673.0,1008.0,tusk,,elephant,2.0,,,
1164,1009,7.0,,,11/2021,7.0,Cameroon,,,,,,,,,,
1165,1010,,,,11/2021,,,,1674.0,1010.0,tusk,,elephant,2.0,,,
1166,1011,,,,10/2017,,,,,,,,,,,,
1167,1012,,,,10/2017,,,,,,,,,,,,
1168,1013,5.0,,1.0,10/2017,5.0,Gabon,,1679.0,1013.0,tooth,,hippo,8.0,-1.0,,
1169,1014,3.0,,18.0,10/2017,3.0,Togo,,,,,,,,,,
1170,1015,5.0,,1.0,10/2017,5.0,Gabon,,,,,,,,,,
1171,1016,,,1.0,10/2017,,,,,,,,,,,,
1172,1017,,,3.0,10/2017,,,,,,,,,,,,
1173,1018,,,6.0,10/2017,,,,1691.0,1018.0,skin,,leopard,1.0,,,
1174,1018,,,6.0,10/2017,,,,1690.0,1018.0,tusk,,leopard,2.0,,,
1175,1019,7.0,,1.0,10/2017,7.0,Cameroon,,1692.0,1019.0,ivory,,pangolin,1.0,,,
1176,1019,7.0,,1.0,10/2017,7.0,Cameroon,,1693.0,1019.0,scale,,pangolin,1.0,,,
1177,1019,7.0,,1.0,10/2017,7.0,Cameroon,,1694.0,1019.0,skin,,leopard,1.0,,,
1178,1020,,,2.0,10/2017,,,,1696.0,1020.0,tusk,,elephant,2.0,,,
1179,1021,4.0,,2.0,10/2017,4.0,Congo,,1697.0,1021.0,scale,,pangolin,1.0,50.0,,
1180,1022,,,1.0,10/2017,,,,1699.0,1022.0,scale,,pangolin,1.0,,,
1181,1022,,,1.0,10/2017,,,,1698.0,1022.0,skin,,pangolin,2.0,,,
1182,1023,,,2.0,10/2017,,,,1700.0,1023.0,skin,,leopard,1.0,,,
1183,1024,7.0,,4.0,10/2017,7.0,Cameroon,,1703.0,1024.0,scale,,pangolin,1.0,,,
1184,1024,7.0,,4.0,10/2017,7.0,Cameroon,,1702.0,1024.0,skin,,pangolin,2.0,,,
1185,1025,,,,10/2017,,,,,,,,,,,,
1186,1026,,,1.0,10/2018,,,,,,,,,,,,
1187,1027,22.0,,,10/2018,22.0,China,,1709.0,1027.0,skin,,leopard,3.0,,,
1188,1028,9.0,,,10/2018,9.0,Benin,,,,,,,,,,
1189,1029,9.0,,,10/2018,9.0,Benin,,,,,,,,,,
